,words
性而,1
配估配,1
長谷,1
孫太估,1
銀投信,1
楊斯淵,1
共占台,1
居高思,1
危應,1
不可偏廢,1
防震,1
最先,1
較能,1
類具,1
等權,1
宜特桓達捷,1
流閥,1
業晶彩,1
表一,1
給豐哥,1
傢伙,1
嗎講,1
對立,1
不事,1
連多給,1
不值,1
好險,1
出清親,1
委請,1
表一及,1
表二,1
下半才,1
科博磊,1
已年,1
單從,1
唯一標準,1
檔則,1
這張表,1
一配息,1
及配,1
財務管理,1
再三,1
且慢,1
正確看待,1
二及,1
還只,1
屁股,1
虧一,1
玻拿台灣,1
華立翔,1
三福,1
勝一,1
聯華,1
實信,1
聖均華,1
爆料,1
稱慣,1
還說,1
抱怨,1
沒用,1
林伯豐慣,1
行政院長,1
賴清德,1
內不調,1
基本工資,1
台灣慣,1
寫照,1
大肆,1
中超,1
通膨放話還,1
超爛,1
台泥亞,1
中鋼東,1
和豐,1
日號,1
日定,1
配息據,1
捨棄,1
甚是還,1
本事,1
看做,1
陳老師,1
賺種,1
電的殖,1
電不買,1
不愛配息,1
國稅局,1
拔毛,1
一毛錢,1
了領,1
逐莫,1
調高輝,1
存台,1
令人矚目,1
推動力,1
財季經,1
財季,1
連跌,1
盤後急,1
彈逾輝,1
全年收入,1
而黃仁勳,1
臨界點,1
福伯,1
他當,1
配元殖,1
算給,1
我用,1
身處,1
獨缺,1
寡佔,1
根本無法,1
擁護,1
由大至,1
半導,1
每至,1
面據,1
功效,1
股來,1
一舉兩得,1
搶募,1
轉化,1
科長,1
榮群光,1
之末,1
各將,1
龍捲風,1
純台,1
群光則,1
另八檔,1
創大,1
投控緯穎,1
欣興瑞昱元,1
雷斯根,1
蘭姆,1
少部分,1
整底,1
發條,1
強且,1
先換,1
超低價,1
元時,1
存張,1
出檔會,1
兼得,1
下能存,1
快感,1
上姐,1
輾壓,1
貨潮,1
穆斯,1
統計數字,1
根本就是,1
感情,1
斬斷,1
斷供,1
拜託,1
給它,1
追縱,1
定價權,1
比較穩定,1
出大,1
整整,1
為姐,1
轉存,1
廠因,1
時營收,1
說輝,1
並把輝,1
還嫌,1
描繪,1
數十億美元,1
想像成,1
處理單元,1
這一,1
想像力,1
需求方,1
巨型,1
進者,1
軟銀,1
創始人,1
孫正義,1
七兆,1
周知,1
因輝,1
盛世,1
較難,1
裝配,1
中家,1
台灣此,1
所須,1
高約,1
誰還,1
被騙,1
債又,1
帶勁,1
天鈺富邦,1
媒日義隆,1
南茂日力,1
智日,1
捧場,1
穩懋張,1
張力,1
旺張,1
唐則,1
致新譜,1
瑞賣,1
兩大拉,1
零星,1
精測智,1
雙雄緯,1
創大漲,1
營展,1
佔年,1
產業革命,1
劃時代,1
新品種,1
採台,1
收周線,1
泛神盾,1
世芯緯穎力,1
優群,1
伸采鈺,1
排定,1
十二,1
晚會,1
而開,1
百分之一點,1
六一,1
至開,1
百分之八十,1
百分之二點,1
七六,1
廿日,1
損因,1
百分之十,1
百分之十五,1
股將力,1
恐降,1
短急單,1
至晶圓,1
出通,1
隨聯,1
電等家,1
若法,1
要角台,1
穩懋致,1
新將,1
原相新,1
旺日則,1
瑞等家,1
有代操,1
股正,1
年券,1
券資,1
收元大漲,1
與兆利,1
廠美系,1
首評富,1
扼腕,1
創營,1
並說,1
險峻,1
林建,1
勳則,1
林建勳,1
創獲,1
日並,1
芯高力,1
尚力,1
勤誠緯穎鴻海,1
台燿聯茂,1
航群,1
破張,1
昆盈永捷兆利,1
上不應,1
鼠年,1
股拉,1
關連,1
抬下,1
跌晶圓,1
在鴻海,1
機富,1
雙雄兆利富,1
鋼群益,1
股市市值,1
電泰谷,1
因營收,1
口空單,1
上周三,1
大街小巷,1
雅虎,1
編輯室,1
深思,1
年晶圓代,1
突出表現,1
財凱基,1
吳志文,1
點權值,1
高元,1
跌逾點,1
點力,1
日勁揚,1
元拉,1
營邦漲,1
逾代,1
內急,1
選奇,1
譜瑞寶成,1
豐潤,1
泰新及,1
百分之七十,1
沅易,1
馬拉松,1
廠回,1
食品安全,1
降本增效,1
廠年,1
充滿信心,1
下奈米,1
暫告,1
消金,1
搶料,1
一連串,1
晚亦將,1
先回溫,1
漲然,1
補完,1
周將,1
一窺,1
不穩,1
輝達法,1
數自,1
成屋,1
回溫皆將,1
低稼動率,1
具法,1
主力部隊,1
鄭文賢兆豐,1
偉等,1
中多,1
收嘉澤,1
收川湖,1
看元祥碩,1
股中還,1
投控京元,1
下給,1
訂價,1
對京元,1
三優,1
圈近,1
將續強,1
檔兔,1
文曄大,1
電佳,1
雙鴻瑞昱,1
光矽格,1
檔僅,1
氣旋,1
車禍,1
皆紅,1
連紅櫃,1
業財報,1
下道瓊,1
股皆紅,1
情需,1
光祥,1
碩川湖,1
中美銀,1
大摩高,1
潮及,1
作戰,1
點一,1
湖勤,1
第二年,1
八封,1
單年,1
點距,1
僅點,1
股抱,1
重點部位,1
投控緯穎大立,1
光緯創,1
世芯智邦,1
巨瑞昱,1
智原川,1
矛盾,1
指要,1
備妥,1
少則,1
十餘,1
多則,1
檔買,1
金投,1
事先,1
賴建承元富,1
中若,1
應回,1
十四日,1
十五日,1
晶碩亨泰光,1
興櫃轉,1
臨床力,1
將啟,1
則指,1
潮來,1
登興櫃,1
兒佑,1
全至,1
將新,1
准許,1
氣管,1
阻塞,1
轉盈漢達,1
向櫃,1
櫃漢達,1
食道,1
逆流,1
多發性,1
起新,1
藥台,1
市其,1
術後,1
發炎,1
止痛,1
沛爾,1
沛爾生,1
醫已,1
首項,1
嘉年華,1
收富邦,1
大櫃,1
之旅,1
大買開,1
三一六,1
十點,1
開戶數,1
五六萬戶,1
八十六,1
黑兔,1
癸卯,1
六億元,1
灌飽台,1
二七,1
十一月,1
回驚,1
剩小買,1
廿一點,1
鍾情,1
八八,1
營收卅八兆元,1
四七,1
三七,1
二九,1
五九,1
一九,1
號角,1
終究會,1
蓄積,1
並不重,1
隆隆,1
積電股,1
周台,1
分組,1
由證,1
召集人,1
誤差,1
穩當,1
億台幣,1
居高且,1
股殖,1
大接,1
值王,1
日年,1
獨霸,1
捎來,1
收紅成,1
近兆元,1
同台,1
年並,1
熱轉,1
奈米將,1
寶山,1
四期,1
超下,1
雖賣,1
金仁寶中,1
恩德,1
電抱,1
天連假,1
客戶經理,1
項助,1
電影院,1
逾的則,1
勤誠正峰,1
盤為,1
合正,1
免年,1
達合,1
專業術語,1
深入淺出,1
漫畫,1
股識,1
圖書室,1
地雷,1
漫畫館,1
連加,1
證夯,1
名人,1
開講,1
動動腦,1
練功,1
碳有價,1
圖文並茂,1
瘋存,1
股想,1
入市,1
抽好,1
禮好康,1
亞翔緯創,1
世芯奇,1
迎廣定,1
唯二,1
該名,1
是將,1
緊密結合,1
僅能,1
代收款,1
項若要,1
處線,1
現金支付,1
積累,1
關頭,1
不二法門,1
居民消費,1
平準基金,1
拯救,1
股走弱,1
恆指,1
中特,1
估類,1
走穩,1
賭業,1
收紅以,1
居全,1
傳產中,1
墊底,1
玻陶,1
下設,1
專案小組,1
何種,1
合邦,1
房地,1
期內,1
個數,1
平均水平,1
元跌收,1
如以,1
聯電賣,1
旺宏賣,1
電賣,1
加兆,1
股奇,1
金光閃閃,1
慘遭,1
其間,1
殺落,1
第高為,1
簇湧,1
以犇,1
牛勢,1
慢牛,1
進元,1
穩得立,1
康易,1
威家,1
元易威,1
元鉅祥,1
民營企業,1
反彈力,1
聘雇,1
雇主,1
積電及,1
巧合,1
時神盾,1
跳崖式,1
積電收,1
王世芯收,1
元急,1
張在,1
成張,1
元訊杰,1
倒貨,1
櫃兩大,1
僅家,1
但權,1
漲元股,1
元雙,1
王大漲,1
拚出,1
以點作,1
濃盤,1
勢漲,1
萬遠,1
自前,1
值萬上,1
少於,1
之個,1
資淨,1
盡職,1
同心協力,1
萬創,1
時薪超,1
四季度,1
努力提高,1
開支,1
上逢,1
申請書,1
投注,1
副局長,1
各部,1
如去,1
降稅確,1
權數,1
湧台,1
獎權值,1
獎等,1
四位,1
俊宏及,1
顧問公司,1
含意,1
淺綠色,1
深綠色,1
格式,1
報請,1
書件,1
衡量標準,1
金亦會,1
內藥證,1
收飆,1
的昱展,1
回補將,1
資月淨,1
為外,1
日外,1
聯電及,1
電話,1
積電漲,1
墊升,1
中鋼台,1
文曄張,1
張建準,1
萬八已,1
或本淨,1
值為兆元,1
並守,1
穩萬八,1
高力昱展,1
超連,1
蔚華科緯,1
創宏捷,1
電健鼎,1
增價揚,1
廠聯茂,1
幾近,1
健鼎漲,1
電菁元,1
班多,1
不肯,1
對作,1
重新制定,1
晨星,1
力若,1
強為,1
股回測,1
種但,1
中營,1
收略,1
以中值,1
減略,1
取中值,1
通盤,1
同是,1
一下子多出,1
作下,1
金泰,1
金寶奇,1
金聯,1
中鴻萬海,1
金中鋼,1
雙鴻尼得,1
之姿奇,1
行曾,1
文曄法,1
商則,1
達文曄強,1
體檢,1
王為,1
罹患,1
查扣,1
男後將,1
人聲,1
押禁,1
諭知,1
新北檢,1
犯罪,1
專組,1
檢察官,1
李秉,1
檢警調,1
山區,1
共處,1
輛超,1
億及,1
各輛,1
各輛輛,1
千支,1
名表,1
珠寶,1
餘個,1
並遭,1
檢調,1
罪名,1
聲押,1
中據,1
由常董,1
弘憶,1
反壟斷,1
有亞,1
之家台,1
第年康,1
之家,1
弱勢團體,1
親送,1
三節,1
週送,1
愛全台,1
成人,1
日照,1
澎等,1
義光,1
北區,1
育嬰,1
矽尚立,1
惠民,1
所家,1
安養,1
失依,1
募款,1
外較,1
日常用品,1
衣服,1
純棉,1
牛仔褲,1
亟需,1
善心人士,1
愛的,1
更多善,1
心將,1
多些,1
擎亞,1
蔚華科方,1
逾方,1
攻抵,1
大而,1
雙鴻及祥碩,1
緯穎台,1
光群,1
創亞翔,1
閉關,1
普普,1
因拉貨,1
看中,1
壓寶,1
新戶,1
數萬戶,1
新血,1
達兆台幣,1
定股,1
趁殖,1
以較,1
則先,1
存美股,1
國等,1
親赴,1
周哲,1
賴麗姿,1
保經,1
跌為,1
如儒鴻聚陽鈺齊,1
無市,1
流失,1
款估,1
金主,1
關帳,1
盛極而衰,1
棄大買,1
兩樣,1
連三揚,1
並攀個,1
領跌,1
電億緯,1
收且,1
創億台,1
億與,1
金麗科擎,1
亞蔚華科,1
威潤,1
電拉回,1
然其法,1
且繼,1
對世芯,1
看元並,1
去年末,1
挺下,1
有目共睹,1
只靠,1
截稿,1
但輪,1
人通,1
聽聽,1
陣痛,1
有過,1
通膨打,1
三思,1
別去,1
改當,1
身先士卒,1
外太空,1
損文,1
眼紅,1
多蛙,1
大四,1
對漲,1
比差,1
幾萬,1
價人,1
做事,1
兩件,1
笨蛋,1
股人,1
吃屎,1
這周,1
包商,1
以大漲,1
放鷹,1
約談,1
案以,1
至僅,1
歸零,1
壓拉回,1
至元聯,1
開在點,1
瘋漲,1
而矽,1
熱門話題,1
摩拳擦掌,1
寬大,1
變速,1
率且,1
今晨,1
濃台,1
辦保,1
換裝,1
戴上,1
帽子,1
口罩,1
離開,1
法院,1
新北地,1
檢署,1
調查局,1
北機,1
洗錢,1
大失所望,1
失色,1
增逾元,1
次高且,1
鮑爾並,1
沒新,1
假後才,1
更長,1
看通,1
哪時,1
中國政府,1
禁空禁,1
阻止,1
災情,1
連中,1
眾也,1
過不去,1
某網,1
紅教,1
道教,1
信徒,1
附圖,1
昨天晚上,1
美日台,1
存回測,1
由亞矽,1
擴延,1
飆漲並,1
亞翔,1
變故,1
入獄,1
穩在,1
趴美股,1
跌台,1
創收,1
漲奇,1
通航,1
廠進,1
服為,1
發電量,1
這起,1
服是,1
增綠電,1
價材,1
卻嚇,1
並不急,1
前天,1
至前,1
墨如道,1
點那斯,1
鮑爾潑,1
潑冷水,1
外美股,1
蠻大,1
最難,1
無論如何,1
當將,1
翰持,1
要漲,1
越大,1
調後之,1
不當,1
雙鴻台,1
首秀,1
獻給,1
回日線,1
創高奇,1
增逾倍經,1
高奇,1
元朝,1
其可折,1
以以,1
強進,1
股排,1
原緯穎,1
兆利及,1
經季,1
士電日,1
高較,1
轉量,1
連紅美股,1
走升緯創,1
而作,1
達極,1
點萬,1
中華經濟,1
中經,1
季調,1
微跌個,1
好二是,1
確息,1
翰則,1
金融電子,1
航張,1
積電張,1
具焦,1
次且,1
電和類,1
股小,1
連紅三大,1
創約,1
電近,1
電相較,1
聯電約,1
敬陪末座,1
共個,1
關聯度,1
能面,1
靠近,1
如標,1
出入,1
其視,1
下逢,1
台灣緯,1
創群,1
發科元,1
周在,1
宣洩,1
鮑爾稱,1
創奇,1
準緯,1
金建,1
電欣興,1
會輪動,1
雙鴻建,1
買不起,1
值自,1
高除,1
電裕融,1
中美晶力,1
成群,1
聯嘉澤健策,1
譜瑞及,1
外且,1
高櫃,1
後生,1
光則,1
雙相,1
對氣,1
樣機,1
已送,1
電元大高,1
昆盈緯,1
點周線,1
航及,1
倒數第,1
第二周,1
僅投信,1
歌后,1
盼到,1
千呼萬喚,1
股無大,1
藥則,1
台端,1
則是將,1
在奈米,1
一聯,1
將聯電年,1
在此期間,1
億下,1
下波,1
大以,1
由上而下,1
翻黑台,1
金群,1
旋即,1
旺宏台,1
彩晶台,1
通元,1
電森崴,1
為並,1
台電營,1
低通,1
高美股,1
新一,1
能年,1
商業用途,1
按鍵,1
達順,1
六名,1
股占檔,1
月櫃,1
對待,1
帶離,1
除安,1
深切關懷,1
平等,1
母性,1
生育,1
身體,1
有薪,1
身心健康,1
禮物,1
包裡,1
禮品,1
產後,1
孕婦,1
胸章,1
別針,1
面群益,1
給假,1
至天,1
子女,1
深刻理解,1
點離,1
盤店,1
強櫃,1
距萬八,1
四名,1
歌迷,1
是瀚亞,1
創居,1
值居,1
升勢,1
角站,1
振奮,1
同享,1
插拔,1
對光,1
市場調研,1
增估,1
萬組年,1
至萬至,1
股跌櫃,1
電便,1
跌大立,1
光跌,1
創漲,1
展覽館,1
請到,1
咖天,1
以本尊,1
阿妹,1
出演,1
搖滾,1
阿密特,1
已近,1
八以點,1
挫跌,1
偏鷹,1
翻空,1
抬元,1
神秘,1
舉拉,1
格里,1
繼大立光,1
客漲,1
漸淡,1
並汰弱,1
漸濃,1
仍創,1
披露,1
化解,1
漸顯,1
漸有,1
轉劇,1
之餘應,1
綠電生,1
技等,1
產業政策,1
生技綠電,1
南寶與具,1
股寶成,1
消極,1
做空且,1
洗盤,1
說實話,1
的並,1
奶還,1
選檔,1
飽飽,1
花點,1
小波浪,1
牌會,1
何而賣,1
表雪倫怕,1
小雪,1
友們,1
及季,1
同屬,1
前大近,1
前近,1
删除,1
看雪倫,1
股取,1
為主有,1
會買貴,1
問等,1
買不到,1
低時,1
場是,1
調皮,1
常有,1
頭的,1
重押,1
克里夫蘭,1
最貴,1
表並將,1
給敲醒,1
變異性,1
攻佔,1
相互合作,1
熟面孔,1
充斥,1
裡因,1
還贏過,1
領元來,1
朝此,1
歐印以,1
整檔,1
股選股,1
來選,1
風險係數,1
自信,1
以值,1
資訊網,1
已配,1
電子科技,1
沒高,1
小贏,1
續配,1
才夠,1
問雪倫,1
問這一題,1
雪倫花,1
還挺,1
聯儲,1
那美債,1
人多雪倫,1
屬月,1
上有老下有小,1
發紅包,1
份領,1
遠去,1
奪得,1
及證,1
年後新,1
佔多數,1
雙高,1
車年後將,1
白熱化,1
緊接,1
嗅出,1
刷卡,1
鯰魚,1
大靠,1
高優,1
價相較,1
孫太驚艷到,1
領息且,1
金要,1
侵蝕到,1
金會,1
見識,1
臺灣人,1
侷限性,1
四天,1
個人所得稅,1
萬內,1
免繳,1
這會,1
自覺,1
雪倫去,1
我弟,1
我妹,1
金雪倫,1
慢思,1
脫手,1
神雪倫,1
著巴,1
比雪倫,1
投等,1
債剛,1
爆僅,1
債是,1
當之無愧,1
選債,1
可分,1
形容詞,1
年率,1
點還,1
碼至,1
應居,1
高穩,1
先收,1
掩耳,1
迅雷,1
兩圈,1
越多雞,1
事前,1
那還,1
普查,1
都須,1
紙上,1
變存,1
動搖,1
一有,1
人動,1
念頭,1
試著將,1
十隻,1
越多蛋,1
各大存,1
所養,1
雞舍,1
裡幫,1
將雞群,1
時才須,1
大可,1
生病,1
鎮日,1
下嚥,1
不安,1
寢若,1
緩跌,1
圖示,1
準金,1
再汰弱,1
換嗎換,1
兩段式,1
預選,1
初生之犢不畏虎,1
黑手,1
阿榮,1
尷尬,1
還寄,1
孫太忘,1
關啦,1
收藏,1
愛護,1
光高,1
紙張,1
孫太實,1
幾日,1
郵差,1
大投,1
信真,1
幾位,1
問改存,1
太多檔,1
全部列,1
眼花繚亂,1
心猿意馬,1
想換,1
事看,1
已達家元,1
鈴鈴鈴牌,1
三缺一,1
當做,1
天後賣,1
估雪,1
莫慌莫急,1
龍舞,1
春錢,1
襲來,1
趁著牌,1
咖還,1
沒到,1
齊為,1
渡過,1
手癢,1
於僅,1
周周,1
組合拳,1
講完,1
敲碗過,1
深入分析,1
太緊張,1
先過,1
新書,1
買回來,1
上過,1
第三版,1
試閱,1
天後要,1
隨性,1
出爾反爾,1
會差,1
玩樂,1
進修,1
萬視,1
買書,1
分次,1
新貨,1
挪出,1
感恩,1
後顧之憂,1
全心,1
生個,1
小金,1
三全,1
其美,1
混淆,1
違法,1
感想,1
要繳,1
稅就,1
原委,1
很想,1
短短的,1
時間差,1
真要,1
約雪倫,1
不足之處,1
那作,1
來勢洶洶,1
神奇,1
配且,1
開動,1
添富,1
優息存,1
日輪,1
國內首創,1
配蠻,1
阿呆谷,1
飛上去,1
鋼南,1
丟接,1
那陣子,1
陰謀論,1
年裡,1
過沒,1
其所,1
熱搜,1
郁婕則,1
史丹利,1
住友銀行,1
日聯,1
巴克萊銀行,1
電財報,1
瑞士,1
債主,1
節制,1
親民好,1
無非,1
轉成,1
領次,1
從季,1
王再,1
眾多高,1
揚長,1
打折,1
用配,1
跳過,1
本篇,1
戰勝,1
是當,1
數少,1
領得息,1
幸運地,1
鍾愛,1
乖乖,1
認命,1
拿出,1
岡位,1
花完,1
郭莉芳,1
講堂,1
行大運,1
大半年,1
王牌,1
捨不得,1
漲塊,1
阮慕驊賴,1
憲政,1
親臨現場,1
領了,1
追踪,1
交易額,1
湊齊,1
千塊,1
跟塊,1
下大開,1
最短僅,1
則為富,1
推崇,1
到息,1
不啻,1
好幾個,1
生涯,1
從星,1
我給,1
破萬,1
時問,1
說定,1
倒退,1
高得,1
這本,1
回緩,1
債負,1
前殖,1
企業債券,1
收息型,1
張群益,1
張月,1
配息元殖,1
推過去,1
米薩,1
小姐,1
檔有,1
誘惑,1
多帳,1
數買,1
張為止,1
比放,1
還幫存,1
老大哥,1
有萬人,1
億全,1
度僅,1
領得,1
為安將,1
倍受,1
勢將,1
太難,1
百花,1
爭鳴,1
就過,1
來聊,1
新晉,1
怪獸,1
候選,1
好貓,1
白貓,1
我常,1
講的,1
將重啟,1
達該,1
林永祥,1
緯穎緯創,1
想存,1
穩配,1
必勝,1
穩且,1
好太多,1
可口,1
心境,1
先回到,1
殷殷,1
轉投,1
漲漲,1
號買,1
年月號,1
算入,1
金虧,1
點跟,1
子為,1
選就選,1
賠上,1
就領,1
別想,1
領個,1
滾出,1
堅持下去,1
從張,1
張以,1
補差,1
會問,1
不擇,1
會變,1
就行了,1
精妙,1
貪求,1
躺平,1
就贏,1
事有,1
幫用,1
教他,1
以富邦,1
電約,1
等共檔,1
花天,1
各大月,1
給力,1
配債,1
股依,1
新到,1
配中,1
周增人,1
格以,1
長期不懈,1
攤平別,1
不改,1
標準答案,1
其殖,1
誤會,1
若花,1
如應,1
幾大高,1
達配,1
大月,1
這又,1
配息個,1
入袋息,1
價雙,1
一價元,1
直到現在,1
兼收,1
求救,1
比非,1
還低,1
且持,1
債股,1
不扣,1
高若以,1
還剩,1
事是,1
車貸,1
先還,1
老生常談,1
哀號,1
名下,1
貪心,1
生氣,1
他會,1
轉了,1
錢給,1
多一筆,1
元當,1
補到,1
推算出來,1
來估,1
我算,1
通膨因,1
摧殘,1
蹂躪,1
二十個,1
旅費,1
十來,1
想來,1
萬錢母,1
合體,1
想問,1
領來,1
姐弟倆,1
贈與稅,1
可愛,1
費都,1
沒花,1
私訊來,1
億台,1
數越,1
花旗集團,1
曙光乍現,1
化下,1
王群益,1
此檔,1
時美股,1
去化期,1
發有,1
陸機,1
甄認,1
刻不容緩,1
三大晶圓,1
碼年,1
年則將,1
大送,1
措辭,1
晉身,1
台灣前,1
五次,1
多集,1
早晚,1
選起,1
升降,1
凶猛,1
七折,1
甜甜的,1
張因,1
更勝年,1
已連四,1
炒起來,1
會包,1
一半一半,1
幾十年,1
質借,1
借出來,1
換美債,1
過來人,1
原以,1
健檢,1
給點,1
要放,1
債啊存,1
蠅頭小利,1
賠大,1
丟就,1
配到,1
再換,1
正賣,1
存賣,1
假會,1
時標,1
四張,1
達元該,1
收張,1
綜合體,1
管給,1
說理,1
論上,1
孫太先,1
改季,1
平分,1
迷惑,1
手手,1
加油,1
孤單,1
送走,1
遺憾,1
年瑞奇媽,1
相遇,1
獲瑞奇,1
表中,1
天配,1
越多,1
多才,1
夠多時,1
估配息,1
少付,1
稅金,1
看同,1
邪魔歪道,1
多爽,1
吵醒,1
超爽,1
巴隆,1
週刊,1
鮑爾認,1
提振下,1
近周,1
比一比,1
心肝寶貝,1
三隻,1
繞口令,1
心聲,1
金其,1
將與主,1
為類,1
息和類,1
息型,1
所載,1
將於元,1
人均,1
平息,1
傳產為,1
時亦有,1
有七檔,1
以小,1
收型,1
八次,1
天約個,1
從塊,1
第二檔,1
息並,1
比級,1
勤奮,1
放上來,1
願望,1
擁護者,1
聯電換,1
加買,1
穩有,1
地下,1
小夥,1
昨天下午,1
發元,1
美好,1
量力,1
事選,1
榜上有名,1
萬人近,1
債近,1
華盛頓,1
發布會,1
出人意料,1
行而,1
舉措,1
最想,1
美好前景,1
動態變化,1
美聯儲,1
惠譽,1
美債外,1
構多,1
這讓,1
波長,1
至美股,1
破底,1
與殖,1
領息元,1
觀眾個,1
權則,1
擬除,1
贏了,1
金來,1
主配息,1
安全感,1
內容摘要,1
感越,1
配越,1
偷著,1
樂吧,1
仁寶聯,1
抬轎配,1
越配,1
可惡,1
反駁,1
沒錯,1
金佔,1
單身,1
粗壯,1
越換,1
不落人後,1
但據,1
三大群,1
組裡,1
為據,1
台灣晶圓,1
直白,1
指望,1
選買,1
近幾週,1
配配,1
債與,1
等利,1
基類,1
美年,1
蠢蠢欲動,1
下想,1
甜頭,1
趁下,1
波美,1
勢必會,1
他領,1
問有,1
國庫卷,1
問吧,1
存夠,1
買殖,1
貴月,1
幾支,1
會怕,1
該將,1
改投,1
火藥味,1
很濃,1
說錯,1
業有,1
配加,1
檔美股,1
會跌,1
算為,1
附息,1
口頭,1
反比,1
拿不定,1
沒把握,1
緩緩,1
一段路,1
一兩個,1
爆漲,1
最糟,1
新債,1
先停,1
真想,1
分批操作,1
期美,1
加息,1
內若,1
擾動,1
彷將,1
債供,1
敏感性,1
債卷,1
國治債,1
恐引,1
幣有何,1
應較,1
晚輩,1
可領,1
還抱,1
時才,1
一面,1
倒地,1
時看,1
買些,1
原想,1
體會,1
慢才,1
壓錯,1
一昧,1
胡亂,1
幾美債,1
秒轉,1
就會衝,1
買債,1
沒對,1
買並,1
同買,1
少傳產,1
發現自己,1
多想,1
問我該,1
我該,1
配息算,1
再貴,1
部屬,1
破紀錄,1
不惜,1
女網友,1
兩百,1
左後換,1
錢領,1
直落,1
賠了夫人又折兵,1
花個,1
詳情請,1
固定收入,1
更穩,1
股集,1
小群,1
買來,1
洪祥益,1
碳股,1
不上不下,1
困擾,1
多屬,1
很深,1
高想,1
這老鐵,1
那過,1
張數少,1
但怕,1
變高,1
症頭,1
停留,1
多害,1
領息給,1
沒過,1
放著領,1
小精靈,1
朋朋,1
數檔,1
嚇人,1
蠻猛,1
看上,1
再用,1
限動出,1
朋朋私,1
漲買,1
買紅,1
紅綠,1
焦慮症,1
對照表,1
買前,1
底下,1
小天地,1
你領,1
月薪,1
費等,1
因其高,1
獲學,1
來試,1
有元歲,1
由此,1
比用,1
從歲,1
有元用,1
好香,1
看不懂,1
朋朋們,1
極高,1
這一關,1
灌水,1
之股,1
用股,1
偷吃,1
我以,1
金官網,1
上用,1
依官,1
投組股,1
配元回,1
推元,1
著買,1
起算到,1
下後上,1
會來,1
日底,1
妄言,1
所領,1
僅贏,1
卻輸,1
稱呼,1
爭辯,1
很紅,1
有配,1
填權,1
換到,1
貼出,1
哪支,1
萬太少,1
裡了,1
一律,1
留言本,1
金太少,1
很香先,1
哪萬八,1
賺回,1
十月,1
因為剛,1
數萬元,1
明細,1
改觀,1
宏泰立,1
積晶宏晶,1
優息緯,1
偉創,1
綠字,1
晶心,1
科元,1
買損,1
愛追高,1
旁邊,1
圈圈,1
沒本,1
公務員,1
普考,1
還應,1
萬共萬,1
求問,1
掀熱議,1
和並,1
發布後有,1
錢來繳,1
學費,1
打工,1
小時候,1
有存,1
萬到,1
萬加,1
給我,1
創業基金,1
學會,1
再給,1
穩收,1
萬拿去,1
分月給,1
金錢,1
滿月,1
禮跟,1
大學畢業,1
小朋友,1
多會,1
大批,1
兩本書,1
幾萬塊,1
慘的,1
上並,1
耐住,1
性子,1
回測季,1
一百支,1
非金融,1
破壞性,1
絕地,1
騎士,1
財台,1
看光,1
幣直購,1
沮喪,1
反會,1
認清,1
盤算,1
做汰,1
強雪倫,1
用高,1
領萬要,1
有名,1
新星,1
王月配,1
其因,1
第年存,1
話領,1
是領,1
該則,1
而當,1
這使,1
踏上,1
沒本事,1
這堂,1
人修,1
占檔,1
檔且,1
年台,1
新氣象,1
年後先,1
股打,1
強心針,1
已為,1
元關,1
擺在,1
算蠻,1
上首,1
光前,1
減震,1
負相關,1
免扣,1
萬調,1
領月配,1
擴張期,1
演變,1
圖股,1
再到,1
史坦利,1
居高,1
喝珍,1
連倍,1
墨田區,1
虧萬,1
多麼,1
誠實,1
江湖,1
行走,1
大同小異,1
一過,1
倒楣,1
存台積,1
電不存,1
漲倍,1
主菜,1
上元大高,1
陸行,1
給年,1
飆字,1
飆得,1
電缺,1
烏克蘭,1
及極,1
太紅,1
有共檔,1
給的殖,1
原點,1
拼命,1
滾燙,1
投資信託,1
鼎力,1
苦惱,1
時大漲,1
前五強,1
價在,1
親民凱基,1
漲一波,1
高積量,1
幾句話,1
伙伴,1
弄懂,1
力作,1
教會,1
這有,1
全買,1
誤解,1
了給,1
強留,1
勝者,1
想省,1
一開,1
擁戴,1
或經,1
並請,1
其官,1
網以,1
關切,1
金之,1
擠出,1
越擠,1
亂擠,1
白話文,1
限售,1
出借,1
用盡,1
美日股,1
回萬二,1
八千,1
何年何月,1
持股數,1
低價買進,1
看重,1
做成,1
多作,1
餘力,1
一通,1
好值,1
殺進,1
還萬九,1
不大一樣,1
催生出,1
瞄到,1
同個,1
由大,1
微調,1
中作,1
為瑞昱聯,1
美晶聯,1
賣空,1
外匯管制,1
香港股市,1
同盟,1
這者,1
無可避免,1
矮人一截,1
朝三暮四,1
成語,1
億在,1
多發,1
配息少,1
發萬,1
要還,1
涼拌,1
自掏腰包,1
不幸,1
有殖,1
整將,1
科因,1
配可,1
普緯穎,1
近一,1
群光瑞儀,1
業配,1
台灣首,1
文宣,1
敲碗問,1
台美日,1
飆風,1
深夜,1
繼月,1
短視,1
將錢,1
匯到,1
就會給,1
樣式,1
紅框,1
填上,1
上萬元,1
欄親,1
哪家,1
給雪友們,1
凡事,1
遠視,1
二萬,1
夠用,1
很難說,1
好幾,1
場從,1
二岸,1
純屬,1
做足,1
新上,1
實買,1
並拍成,1
母數,1
數所,1
生活費用,1
先開,1
魔法,1
好幾位,1
在領,1
現買,1
現套,1
人物,1
投信龍,1
稱王,1
